course_number,course_name,credits,description,
NUR 302,Transcultural Nursing Care,3,"This course focuses on the differences and similarities among cultures with respect to human care, health, and illness and how these considerations apply to real-world nursing practices. Students enrolled in the course develop their scientific and humanistic knowledge by integrating their own history, life experiences, beliefs, and values and by assessing how these factors have the potential to impact the ways in which they provide culturally competent care. Prerequisite:",
NUR 304,Health Assessment,3,"This course prepares RN to BSN students to synthesize the comprehensive health assessment. Emphasis is placed on the acquisition, processing, and interpretation of data collected from clients of all ages. A physical, psychological, sociocultural, and spiritual approach, which is supported by evidence-based practices is used to assess the client and to incorporate consideration of the client's needs, state of wellness, developmental level, and response to life experiences. Students also evaluate current health policy and technology to support health assessment to improve community health. Prerequisite:",
NUR 306,Nursing Research,3,"This course provides the scientific foundation for professional practice. It introduces the student to the basic research methodologies and statistical concepts, and qualitative, quantitative, and epidemiologic research designs. Research methods and findings are appraised and applied within the framework of evidence based professional practice. Research proposal development as a foundation for nursing inquiry is emphasized. Prerequisite:",
NUR 400,Family Health Nursing,3,"The course provides a holistic approach to the study of family nursing theories and frameworks in assessing and planning care for vulnerable client populations across the lifespan. Health promotion strategies, evidence-based research and legal/ethical principles will be applied in developing culturally specific interventions within diverse family structures across the family life cycle. Contemporary health issues impacting families across the health-illness continuum across a variety of health care settings will be explored. Prerequisites:",
"NUR
306","and GRO 325. This course may not be taken outside of this program
and is not available for Non Degree Seeking students.
NUR 402 Community Health Nursing",3,"This course introduces concepts of community health nursing. Emphasis is on strategies of health promotion and epidemiology concepts when nursing with individuals, families, groups, and communities. Professional, legal/ethical, economic, cultural, and environmental issues as they apply to community health nursing are examined. The practice experience in this course includes a community health project aimed at improving health for a vulnerable population This course includes 20 hours of practice experience activities. This course may not be taken outside of this program and is not available for Non Degree Seeking students. Prerequisites:",
NUR 304,"and NUR 306.
NUR 404 Nursing Care and Management of
Chronic Illness and Disability",3,"This course focuses on the interrelationship among functioning, health, and disability, which is analyzed within a biopsychosocial context. Pathophysiological, psychosocial, and functional aspects of chronic health conditions, across the lifespan and linked to the following physiological systems, are presented: respiratory, cardiovascular, neurological, gastrointestinal, renal, endocrine, immune/ inflammatory, hematological, and skeletal/integumentary. The Chronic Care Model (CCM), multidisciplinary care, and current therapeutic modalities and disease management for these conditions are explored. Development of evidence-based, community-focused chronic illness nursing assessment, care plans, and interventions, including care coordination strategies, is emphasized. Prerequisites:",
NUR 400,"and NUR 402
NUR 406 Leading and Managing in Nursing",3,"To effectively transition from a clinical nursing role to leadership, nursing professionals must possess business savvy and specialty skills that allow them to meet the demands an evolving and changing industry while maintaining the caring competencies of the nursing profession. This course introduces and reinforces group-promoting teamwork, leadership, delegation, supervision, health care ethical decision-making processes, strategic planning, and business negotiation. This course includes 20 hours of practice experience activities. Prerequisites:",
NUR 304,"and NUR 306.
NUR 492 Capstone I: Nursing Practice
Improvement Inquiry",3,"This course, and its companion,",
NUR 492,"and NUR 494
includes 30 hours of practice experience activities. Prerequisites: NUR
404, NUR 406 and permission of the program chair.OMM 692 Organizational Management Strategy",3,"This capstone course explores the formulation, implementation and maintenance of organizational strategic management. In the context of a globally competitive market, students will explore methods of directing an entire organization. Topics include: analysis of competitive position, value creation, developing systems-wide goals and objectives, and the creation of a strategic plan. This course is cumulative in nature, integrating knowledge and information attained while completing the entire program curriculum.",
NUR 494,"Capstone II: Nursing Practice
Improvement and Evaluation",3,"Demonstration of integrated theoretical, research, and evidence-based practice knowledge and skills is foundational to the role of the professional, bachelor’s-prepared nurse. The student will utilize the capstone project proposal developed in",
NUR 492,"to develop a
comprehensive improvement plan for the identified nursing practice
problem, which encompasses best practices utilizing: quality and safety
in patient care, nursing informatics, health policy, community/
population health, nursing leadership, ethical and professional
standards, and integration of theory. The plan will include strategies for
evaluating its identified outcomes. The project will highlight the
knowledge gained of the professional nurse practice role, specialized
patient population, and health care-practice setting. NUR 492 and NUR
494 includes 30 hours of practice experience activities. Prerequisites:
NUR 492 and permission of the program chair.OMM 695 The Dynamics of Teamwork",3,"This course analyzes the creation and utilization of effective teams and approaches to motivate and maintain productive teamwork. The course will explore common obstacles that can negatively impact team performance and examines approaches to counteract the forces that negatively impact team effectiveness. Additionally, this course will investigate special considerations that leaders will need to examine to foster productive teamwork in a socially conscious, technologically adept, and global marketplace.",
OMM 695,"is the capstone course for the
MA in Organizational Management program and must be taken last in
the sequence. This course is not available for non-degree seeking
students.
OMM Organizational Management
OMM 612 Managing in Social Change",3,"This course considers key aspects of social change in today’s complex and interdependent business world, analyzes their effect on how managers position their business enterprises, and identifies decision- making strategies that allow mission-driven organizations to contribute to social transformation.",
OMM 615,"Strategies: Marketing/Advertising/
Public Relations",3,"This course explores practical ways to develop organizational communication plans that integrate marketing, advertising and public relations strategies. Emphasis is given to the dynamic process of managerial decision-making required to implement an integrated communication plan effectively in order to achieve organizational goals.",
OMM 618,Human Resources Management,3,"This course is a study on managing people in the workplace, focusing on the important policies and processes associated with recruiting, hiring, training and evaluating personnel in order to achieve strategic organizational goals.",
OMM 622,Financial Decision-making,3,"The course is designed to allow non-financial managers and staff to better understand financial decision-making, budgeting, project/capital spending approval, and the importance of financial planning and control. Topics include how financial decisions are made and the roles and responsibilities of finance and non-finance managers, financial tools and metrics, and basic financial statements.",
OMM 640,Business Ethics & Social Responsibility,3,"This course analyzes organizational, professional and personal ethics and creates a framework for exploring the social responsibilities of managers and organizational leaders. Various methodologies will be used to explore ways to encourage ethical development and moral behavior within organizational culture and to resolve business ethical issues and dilemmas. 342 ORG Organizational Leadership",
PFP 457,"Retirement & Estate Planning
3 Credit
The Retirement and Estate Planning course is designed to introduce
methods and techniques of personal financial planning with an
emphasis on how a client’s needs are addressed within the confines of
government rules and regulations. This course will include an
examination of the laws, regulations and benefits available to those
who are retiring, who have retired, or those who are estate planning.
Prerequisite: ACC 401
PHI Philosophy
PHI 103 Informal Logic",3,"This course is a study of correct and incorrect reasoning involved in everyday activities. The fundamentals of language and argument, deductive and inductive reasoning and other aspects of practical reasoning are examined.",
PHI 208,Ethics & Moral Reasoning,3,"This course examines and evaluates theories and arguments concerning ethics and moral reasoning from a philosophical perspective. By engaging with historical and contemporary sources, students will analyze theories about the meaning, nature, and justification of ethical concepts; determine and assess how different forms of moral reasoning apply to contemporary moral issues; become more reflective and informed about their own moral beliefs; and develop their capacity for critical practical reasoning.",
PHI 445,Personal & Organizational Ethics,3,"This course studies the theories and paradigms underlying personal and organizational values and ethical principles; how personal values and ethical principles relate to the organizations in which people function; and the effects of the organization’s ethics on its reputation, functioning and performance. POL Political Science",
POL 111,Introduction to Political Science,3,"This course is an introduction to the complexity and nuance of Political Science. It explores the political and social dynamics of choice, action, and consequence that underlie and support all political phenomena. Specifically, this course focuses on the why and how of politics rather than the what, in order to provide students with useful, current, and relevant conceptual and theoretical tools for enhancing their critical thinking skills.",
POL 201,American National Government,3,"A survey of government at the national level. Emphasis is placed on the constitutional basis of American government, federalism, the sources and forms of political behavior, the operation of the three branches of government, and the making of national policy. 348",
POL 255,Introduction to International Relations,3,"This course in International Relations is an introductory study of the interactions and interconnectivity of the countries of the world. The course emphasizes the need to think critically about international politics and foreign policy. Consequently, this course focuses topically on how and why wars begin, balances of power between states, international institutions, collective security, international communications, human rights, globalization, regime types, international trade, environmental change, imperialism, injustice, inequality, and other issues relevant to the changing world.",
POL 303,The American Constitution,3,"This course is a study of the Constitution of the United States and its role in American history and government. The study covers the drafting and ratification of the Constitution, its subsequent amendment and interpretation, and its contemporary role in American politics and government.",
POL 310,Environmental Policies,3,"Examines political, social, and economic policies and their impact on the global environment. Also explores ways in which policy decisions can serve to protect the environment.",
POL 353,Comparative Politics,3,"This course introduces the basic concepts and theories of comparative politics through an analysis of selected political systems and governments from various regions and societies across the world. Topical analysis in the course includes an emphasis on key political institutions, political culture, ideology, globalization, conflict and stability, various state and non-state actors, and on issues associated with economic development and underdevelopment.",
POL 470,Introduction to Political Analysis,3,"This course introduces the preliminary processes needed to research and write presentable and professional Political Science papers. Practical, hands-on experience and in-class exercises will walk students through the research process and enable them to create expert research products. Specifically, this course focuses on how to choose a research topic, conduct a thorough literature review, make critical research design decisions, collect and analyze relevant data, and skillfully document and present the results of the research.",
POL 480,Methodology in Political Science,3,"This course completes the process of learning how to conduct political analysis and critically assess statistical research. In this course, students will learn how to measure political science events and actions, identify and assess pertinent variables, design valid hypothesis testing techniques, control for alternative hypotheses, and interpret data in various formats, including graphs, statistical tables, and charts. Students will utilize pragmatic, relevant Political Science-related exercises to enhance and refine their political science analysis skills. Prerequisite:",
POL 497,Political Science Capstone,3,"In this final course, students will demonstrate mastery of program outcomes in Political Science and Government by applying the scientific method and research analysis to create a professional research paper examining a current and relevant political issue. Prerequisite: Successful completion of the General Education Capstone course. PPA Public Administration",
PPA 301,Principles of Public Administration,3,"An introductory examination of the characteristics of the public organization and its impact on society including analysis of the principles of public administration, personnel issues, budgetary activities, legal dynamics, as well as historical development of the field are included. THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS",
PPA 303,Finance for Public Administrators,3,"This course addresses the principles of state and local financing of government, sources of public revenue, objects of public expenditures, problems of fiscal administration, emerging policy issues involving land use and taxation, spending and budgeting, intergovernmental cooperation, debt financing, financing for economic development, and privatization. Prerequisite:",
PPA 305,Budgeting for Public Administrators,3,"This is an introductory course in government budgeting dealing with public revenue, expenditure policies, and politics of the budgetary process while addressing current issues and challenges in this field.",
PPA 307,Intergovernmental Relations & Issues,3,"The theory and practice of intergovernmental relations and the various issues that accompany the daily operations and affect the overall efficiency of our system. This course will address both the legal and political perspectives of the interactions, relationships and public policy considerations throughout the various components and levels of government.",
PPA 310,"Public Organizational
Theory & Behavior",3,"PPA 310 Public Organizational Theory and Behavior presents the theories of how people behave in organizations with the emphasis on public sector and non-profit organizations. This course addresses Organization Behavior, Organization Theory, and Public Management with emphasis on public accountability while providing a perspective for managing public and nonprofit sector organizations. The focus is on the primary foundational aspects of organizational structure, communication, and accountability directly to the citizen. Students will also apply theory to practice and understand how to respond to the public mood of cutback and reduction in addition to an overall distrust of government.",
PPA 401,Urban Management,3,This course is an introduction to formal and informal elements of urban management systems addressing the exploration of alternative approaches to dealing with problems arising from rapid urban growth.,
PPA 403,Administrative Law,3,"A study of the nature and the law of the administrative procedure, of separation and delegation of powers, and of the scope of judicial review and other remedies against administrative actions.",
PPA 405,Personnel Management,3,"An examination of the essential processes, policies, and laws pertaining to public personnel including an analysis of issues concerning public personnel administrators, employee protection, motivation, and effectiveness.",
PPA 497,Public Policy Formation,3,"A study of how the dynamics of governmental decision making influence the content of public policy; course focuses upon how legislators, interest groups, chief executives, and the bureaucracy function to define alternatives and to shape policy agenda and content. Prerequisites:",
PPA 301,"and successful completion of the General
Education Capstone course. PPA 497 is the capstone course for the BA
in Public Administration program and must be taken last in the
sequence. This course is not available for non-degree seeking students.
PPA 510 Ethical Public Leadership",3,"This course examines the ethical constructs found in public leadership. Reviews the different fundamental and ideal theories associated with the public leader. The course especially evaluates the public and non- profit sectors as they relate to culture, society, and diversity, when making leadership decisions. The framework for public leadership is also examined to identify why foresight is needed in the public sphere. 2023-2024 ACADEMIC CATALOG",
PPA 601,Foundations of Public Administration,3,"This course examines the theory and practice of public administration, its legal and constitutional foundation and the role of the public administrator in public policy. The context of the course discussions are based on the current issues facing public agency administrators.",
PPA 602,Public Financial Management,3,This course is an exploration of current governmental fiscal management techniques and issues. Other course topics include various types of financial and technical assistance as well as quasi-governmental and non-profit management organizations.,
PPA 603,Government Budgeting,3,"This is a comprehensive, straightforward examination of government budgeting. Topics deal with include the advantages and disadvantages of various approaches to revenue projection, the collection and review of departmental proposals, the development of capital budgeting policy and other budgeting tasks. Also addressed are budget implementation, accounting and financial reporting. A variety of methods for maintaining budgetary balance, preventing overspending and dealing with contingencies are presented and discussed.",
PPA 604,Urban Planning/Redevelopment,3,"This course focuses upon the visioning and modeling of services and programs, both anticipatory and responsive, utilizing market-driven information. Students integrate theories from economics, information management, finance and leadership, culminating in the generation of a comprehensive business plan.",
PPA 605,"Negotiation, Bargaining & Conflict Management",3,This course analyzes bargaining and negotiation principles and practices in the public sector. The course focuses on the financial issues of contract negotiations and labor relations and building negotiation skills of the administrator.,
PPA 699,Public Policy Development,3,"This course is an examination of influences affecting policy development and decision making in the urban political arena. It also covers policy management, policy execution, establishing and measuring criteria for policy success, and effective communication throughout the public policy process. This course is cumulative in nature, integrating knowledge and information attained while completing the entire MPA curriculum. In addition, this course requires the generation and presentation of an analysis of a community development project.",
PPA 699,"is the capstone course for the Master of
Public Administration program and must be taken last in the sequence.
This course is not available for non-degree seeking students.
PRM Project Management
PRM 300 Introduction to Project Management",3,"This course provides the foundational principles and techniques to initiate, plan, execute, control, and close projects. Topics such as the project life-cycle management, project organizations and leadership, project team building will be covered. Project management methods and techniques for project charter, scope, schedule, budget, risk management, control and closeout, and project management software are also covered.",
PRM 337,Integrated Cost & Schedule Control,3,"Effective cost and schedule management are cornerstone activities of each project. Students will determine how best to plan the execution of a project scope, to consider stakeholder budget and schedule constraints, to use different methodologies, and to establish the performance measurement baseline. They will also discover keys to identify potential cost and schedule overruns and master the tools and techniques to compare actual work accomplished against established plans, as well as work accomplished against actual expenditures. By 349COURSE DESCRIPTIONS identifying early warning indicators, students will gain greater insight into potential risk areas and take the necessary corrective action to keep the project in control. Prerequisites:",
PRM 300,"and ACC 205, and
MAT 232 or BUS 308. (Equivalent to INF 337)
PRM 400 Project Risk Management",3,"The uncertainty of cost, schedule, and performance of projects are risks that need to be managed. Students will examine the positive and negative effects of risks at the “individual” level as well as the effects of “overall” project risk. By learning ways to measure, assess, and respond to risk, students will be better prepared to prevent, mitigate, and control potential risk areas, and be able to take necessary actions to manage the project in the most successful manner. Prerequisite:",
"PRM
337","PSY Psychology
PSY 101 Introduction to Psychology",3,"This course is a survey of selected topics in psychology, including research methods, physiological psychology, sensation, perception, consciousness, learning, memory, motivation, gender roles, abnormal behavior, psychotherapy, and social psychology.",
PSY 104,Child & Adolescent Development,3,"This course provides a basic introduction to the nature of human growth and development from conception through adolescence. Students are provided the opportunity to explore the physical, psychosocial, and cognitive factors of growth and development from both a theoretical and a practical perspective. The context and impact of the family and society as well as individual, cultural, moral, and linguistic differences on development will be covered. memory, and reasoning in older adults. Prerequisite:",
PSY 101,"or
equivalent.
PSY 323 Perception, Learning, & Cognition",3,"Students will study the theory, research, history, and application of cognition, perception, and learning. Cognition includes all mental activities such as how information is organized and processed, stages of memory formation, decision making, and problem solving. Perception includes the organization and interpretation of sensory experience. Learning entails relatively permanent changes in brain systems for perception, cognition, emotion, and behavior that result from experience. Students will analyze and discuss how these topics relate to personal, ethical, and professional settings. Students will also gather and interpret data from several simple experiments that illustrate various cognitive principles. Prerequisite:",
PSY 101,"or equivalent.
PSY 325 Statistics for the Behavioral & Social Sciences",3,Descriptive and inferential statistics are investigated and multiple techniques for statistical analysis are introduced in this course. Formulas for presenting and evaluating data are explored in accordance with generally accepted protocol for statistical analysis. Prerequisite:,
MAT 232,"(students in the RN-BSN program are waived from the MAT
232 course prerequisite).
PSY 326 Research Methods",3,"Research Methods is an introduction to the foundations of research methodology, design and analysis. Basic principles of qualitative and quantitative research are explored and evaluated. Understanding the results of statistical analysis as it applies to research is a focus of this curriculum. Prerequisite:",
MAT 232,PSY 301 Social Psychology,3,"Students explore how the thoughts, feelings and behavior of individuals are influenced by other human beings in a variety of social situations. This course also entails a survey and critical analysis of the various methods used by researchers in social psychology. Topics include: social cognition, aggression, prejudice, interpersonal attraction, altruistic behavior, conformity, group influences, and conflict resolution. Prerequisite:",
PSY 101,or SSC 101 or equivalent.PSY 330 Theories of Personality,3,"This course reviews the basic concepts and principles of the major theories of personality. It also assesses the scientific worth and validity of these theories as they relate to the development of personality. Theoretical assumptions of the importance of environment and genetics will be stressed. Students will be challenged to identify the theoretical concepts that they think best describe personality development and to evaluate their own personality, as it relates to the theories being presented. Prerequisites:",
PSY 101,"or equivalent and PSY 326.
PSY 302 Industrial/Organizational Psychology",3,"This course examines the influence of an organization upon the individual, as well as ways an individual can influence an organization. Topics include recruiting, personnel selection, organizational climate, group problem solving, and conflict resolution.",
PSY 331,Psychology of Learning,3,Learning is the relatively permanent change in behavior and mental processes resulting from experience. This course consists of the application of learning theory and research in a wide range of settings where learning takes place.,
PSY 303,Abnormal Psychology,3,"The course entails a study of the diagnosis, causes, treatment, and prevention of psychological disorders. Problems with the reliability and validity of the American Psychiatric Association system for diagnosing psychological disorders will be discussed, and various alternative systems will be introduced. Prerequisite:",
PSY 101,"or equivalent and PSY
330. Students enrolled in the BA Applied Behavioral Science program are
waived from the PSY 330 course prerequisite.PSY 350 Physiological Psychology",3,"Students will explore the biological underpinnings of behavior by studying the central and peripheral nervous and endocrine systems, as knowledge of the relationship between mind and body promote better understanding of behavior, emotion, motivation, and health. Students will also examine historical and contemporary biopsychological developments and applications of biopsychology to psychology and other fields. Prerequisite:",
PSY 101,"or equivalent and PSY 326.
PSY 304 Lifespan Development",3,"This course provides a basic introduction to the nature of human growth and development from conception through death. Students are provided the opportunity to explore the physical, psychosocial, and cognitive factors of growth and development from both a theoretical and a practical perspective. The context and impact of the family and society as well as individual, cultural, moral, and linguistic differences on development will be covered. Prerequisite:",
PSY 352,Cognitive Psychology,3,"Cognitive psychology takes a scientific approach to understanding the fundamental mental processes involved in everyday cognition. This course covers the topics of perception, attention, memory, and language by examining both classic and contemporary cognitive psychology methods and experimental results. Prerequisite:",
PSY 101,PSY 317 Cognitive Functioning in the Elderly,3,"This course will introduce changes both cognitively and physically, that occur in both healthy and pathological aging. This course will emphasize changes in functioning, learning, language-processing, decision-making, 350",
PSY 361,Health Psychology,3,"Students explore the mind/body relationship as it pertains to health, stress, and the person’s response to medical treatment. This course includes a review of anatomy and physiology of the nervous system, the endocrine system, the immune system, and other organ systems. Students explore new strategies of applied psychology for sustaining THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS health, managing stress, and recovering successfully from disease, injury, and medical treatment.",
PSY 380,Counseling & Behavior Change,3,"This course is designed for students entering into human service fields. Students compare and contrast behavior change theories and models, determine client needs, apply motivational strategies and counseling skills, and evaluate moral and ethical issues. Cultural competency and cultural sensitivity concepts are also discussed. Prerequisites:",
HWE 200,"and PSY 361.
PSY 496 Applied Project",3,"This course provides a synthesis of the major ideas, perspectives, theories, and concepts gained from the study of psychology. Students will develop a final product that will support their future career and academic advancement, providing the opportunity to integrate key learning and knowledge gained throughout their degree program. Prerequisites: Successful completion of the General Education Capstone course and the majority of the major coursework.",
PSY 600,Introduction to Graduate Study in Psychology,3,"This course introduces students to the Master of Arts in Psychology program at the University of Arizona Global Campus. Students will navigate student success resources to support development of graduate-level communication and research skills. Students will critically examine relationships between psychological concepts, applications, and research while applying ethical principles and professional standards in discussions and assignments. Finally, students will discuss historical and contemporary issues in psychology surrounding diversity, equity, inclusivity, and belongingness.",
PSY 605,Developmental Psychology,3,"This course will cover developmental and contextual experiences of humans across the lifespan. Emphasis will be placed on issues and questions that have dominated the field over time and continue to provide impetus for research. Interactions will focus on articles that describe and illustrate current theories and trends. Students will read selected research articles and self-select additional readings related to weekly topics and personal interest. These topics include theoretical trends and foundations in research, policy and ethics, health and wellness, human developmental context, and end-of-life issues.",
PSY 610,Applied Social Psychology,3,"This course provides a comprehensive examination of the science of social psychology as well as how it is applied to manage and aid the understanding of contemporary social issues. Topics include social quandaries encountered in the fields of mental and physical health, the workplace, the education system, and the legal system. Students will study seminal theories and research that informs the practical application of social psychology to real-life situations. Students will also apply social psychology theory and research to explain current social issues.",
PSY 615,Personality Theories,3,This course provides an overview of the basic concepts and principles of the major theories of personality. The importance of the interaction between environment and genetics will be stressed. Cultural influences as well as personality disorders will be considered. Students will be challenged to begin to build their own construct of personality development by synthesizing existing theories and research.,
PSY 620,Learning & Cognition,3,"This course introduces students to multiple dimensions of learning and cognition, which range from the basic processes underlying learning to the contexts that promote self-regulation and metacognition. As the foundation of cognitive psychology, learning and cognition encompasses many topics including attention, memory, categorization, problem solving, epistemology, language acquisition, and recognition of 2023-2024 ACADEMIC CATALOG diversity. During the course, students will study a broad range of content through an eclectic collection of peer-reviewed articles focusing on the different aspects of learning and cognition. This course highlights main findings, established facts, and skills in learning and cognition that are applicable to a wide range of contexts.",
PSY 625,Biological Bases of Behavior,3,"In this course students will explore the detailed anatomy and physiology of the brain, including cellular physiology, synaptic transmission, and clinical neuroanatomy. Theories that focus on the relationship between brain function and behavior will be reviewed, and students will illustrate their understanding of important brain networks, including those involved in sensation/perception, language, memory, movement, and emotions. Through a review of the history of behavioral neuroscience, students will learn about the relationship between symptom presentation and underlying theories of neuroanatomy/neurophysiology as well as how these concepts have evolved over time. Students will also become familiar with important research methods used in neuroscience by analyzing current concepts in brain aging and neurodegenerative diseases. For the final assignment in the course, students will design a grant proposal that focuses on a particular disorder/syndrome in the area of neurophysiology. Prerequisites:",
PSY 615,"and PSY 620.
PSY 630 Psychopharmacology",3,"Students will examine the activity of drugs, both therapeutic and recreational, on the body with an emphasis on the brain. Theories of the biological basis of psychiatric disorders will be explored as a basis for examining the professional standards behind therapeutic drug use. The history of drug use, research methods and ethical concerns will be examined. Prerequisite:",
PSY 635,Research Design & Methods,3,"This course presents the concepts of quantitative, qualitative, and mixed methods research designs and methods, as well as issues involved in the ethical conduct of research. Students will be challenged to select appropriate research designs and methodologies for various research questions. The course will culminate in a detailed research proposal on topics chosen by the students.",
PSY 640,Psychological Testing & Assessment,3,"The course includes an overview of individual and group approaches to testing in psychology. Students will review psychological assessments utilized to evaluate personality, intelligence, achievement, and career- related interests and skills in a variety of work settings. The course will provide students with opportunities to analyze psychometric methodologies typically employed in the development and validation of psychological and educational tests. Students will apply knowledge of psychological measurement principles to testing and assessment data with an emphasis on ethical and professional interpretation. Issues and challenges related to testing and assessment with diverse populations will be integrated into the course. Prerequisite:",
PSY 635,PSY 645 Psychopathology,3,"This course introduces students to objective and phenomenological understandings of psychological symptoms and disorders. Students will draw from various theoretical and historical perspectives to build their understanding of diagnostic and treatment methods for psychological disorders and develop their appreciation for evidence-based practices. Additionally, students will be encouraged to conceptualize psychopathology from a socioculturally sensitive standpoint through the examination of culture-related syndromes. Diagnostic manuals and handbooks will be discussed and used throughout the course.",
PSY 650,"Introduction to Clinical &
Counseling Psychology",3,"This course examines similarities and differences in clinical and counseling psychology, with an emphasis on professional roles and 351COURSE DESCRIPTIONS activities. Students will gain greater awareness of their attitudes toward various ethical and professional issues, psychotherapy modalities, theoretical orientations, and clinical interventions through case studies. Evidenced-based practices and psychotherapy integration will also be covered during the course. Prerequisite:",
PSY 645,PSY 699 Master of Arts in Psychology Capstone,3,"The capstone course is the culminating educational experience for the Master of Arts in Psychology. In this course, students will integrate and apply what they have learned throughout the program to meet competencies as outlined in the program learning outcomes. Students will be exposed to a holistic view of psychology as a discipline, and they will be encouraged to think critically about the broader themes that link various subfields of psychology. Students will reflect on the experience of the program as a whole and will consider how the program’s themes apply to a variety of civic and professional settings. The capstone affords students a final opportunity to practice and demonstrate the skills they will need to succeed after graduation.",
RES 301,Principles of Real Estate,3,"This course introduces students to the general principles of real estate, to include industry terminology, ethics, deeds, listing and purchase agreements, agency, contracts, and property valuation decisions. Emphasis will also be on factors impacting local and national real estate markets.",
RES 325,Real Estate Practice,3,"This course examines the basic job functions of real estate salespersons and brokers. Property listing, advertising, escrow, sales, and establishing a client base will be covered with practical applications for completing successful transactions.",
RES 327,Real Estate Economics,3,"This course is a study of the foundational economic principles of real estate with an overview of the U.S. capitalist system. Focus will be on land use, markets, cycles and growth patterns, as well as property and income taxation.",
RES 334,Real Estate Finance,3,"This course primarily examines the residential real estate finance markets and their impacts on consumers, but will also cover facets of commercial real estate. Mortgage options and purchase costs will be highlighted with attention to theories of real estate investment.",
RES 345,Legal Aspects of Real Estate,3,"This course is a study of the legal system and its impact on purchase, ownership, sale, and leasing of real estate. Topics to be covered include contracts, wills, zoning, and environmental law, as well as Constitutional issues in real estate.",
RES 429,Property Management,3,"This course provides the framework for the management and development of inventory of private and commercial real estate properties on a large scale. Included emphases are the roles of the property manager, landlord duties and policies, leases, maintenance, reports, and insurance.",
RES 431,Commercial Real Estate Investment,3,"This course examines investment transactions, asset management, and enterprise management as the core components of commercial real estate investment. Methods for determining the value of commercial properties and the sources of real estate capital are also discussed. THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS",
RES 450,Real Estate Appraisal,3,"A study of the functions and approaches to appraisal, which include cost, income, and the direct sale comparison approach. The social and economic factors that impact determination of value will be discussed with emphasis on analyzing market data.",
RES 497,"Strategic Management of the
Real Estate Enterprise",3,"This capstone course discusses the managerial decision-making and problem-solving processes that determine the failure or success of a real estate enterprise. Strategy formulation, implementation, and evaluation and control are key points of comprehensive focus. The course also incorporates program comprehensive demonstrations of knowledge. Prerequisite: Successful completion of the General Education Capstone course.",
RES 497,"is the capstone course for the BA in Real
Estate Studies program and must be taken last in the sequence. This
course is not available for non-degree seeking students.
RES Research
RES 5400 Understanding, Interpreting, & Applying
Statistical Concepts",3,"This course teaches students how to critically analyze, interpret, and apply statistical concepts to research in education and the social sciences. The focus is on a quantitative approach to the concepts and methods of statistical inference. Topics include sampling, frequency distributions, estimation, hypothesis testing, and probability. Statistical analyses covered include correlation, regression, t-tests, nonparametric tests, and Analysis of Variance. Basic research design issues are also addressed focusing on selecting data analysis techniques to appropriately address research questions and to apply the concepts covered to various psychological problems and realistic situations. Emphasis is on developing skills in interpreting statistical results presented in research articles. Equivalent to",
SCI 207,Our Dependence Upon the Environment,4,"In this course, learners deepen their understanding of the importance of natural resources to mankind. Students explore physical, biological, and ecological principles, examine how human alterations affect the environment, and reflect on the controversies surrounding various approaches to addressing environmental problems and the steps some communities have taken to address these challenges. SOC Sociology",
SOC 101,Introduction to Sociology,3,"This introductory course presents basic concepts, theories, and research in sociology. Group organization, sex and gender, marriage and the family, sports as a social institution, and collective behavior are among the topics considered.",
SOC 205,Social Theory,3,"Social theory refers to efforts to understand and illuminate the nature of social life. As such, social theory is not only the domain of sociologists. Contributors to social theory include economists, philosophers, psychologists, historians, activists, dramatists, essayists, poets, and novelists. Moreover, ordinary folks like us also theorize about social life. Social theories are crucial for helping us as individuals make sense of our daily lives, and they are essential to understanding new research, social practices and institutions. With the long-term aim of helping us better understand our lives and the world we live in, we will study what sociological theorists, have to say about the social world. The course covers key theorists such as Marx, Durkheim, Weber, Bourdieu and Foucault, Du Bois, Butler and Bauman and their seminal works, as well as the key social thought movements of Capitalism, Modernity, Alternative Knowledge, Self and Society.",
SOC 301,Identity & Social Inequality,3,"The course considers issues of identity, social inequality, and discrimination in society. The focus is on identities such as race and ethnicity, sex and gender, social class, culture, age, and ability, as well as the intersection between them. The focus is on these social categories as both elements of personal identity and sources of social inequality.",
SOC 302,Social Problems & Social Action,3,"This course examines the major theoretical and conceptual explanations for social problems in modern society. Students will be introduced to a variety of current social problems in the United States and around the world, and will consider and suggest potential social action through the use of foundational sociological tools such as research, social theory and understanding of inequality and identity groups. The focus of the course is twofold: the critical analysis of the causes and consequences of these social problems from a sociological framework; and the considered social action through community action, using sociological tools.",
